id,age,province,marital_status,employment_income,num_t4_slips,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,investment_income,num_t5_slips,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,residency_status,arrival_year,ei_received,social_assistance,disability_benefit,rent_paid,property_tax,major_life_event,income_type_count,hours_worked_per_week,owns_home,moved_province_this_year,has_capital_gains,num_business_employees,recommended_form
997,53,SK,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2022,no,no,no,7045,0,moved_province,0,0,no,yes,no,0,RC151
998,39,NS,common_law,131306,2,no,none,,0,0,no,0,0,0,0,7740,no,0,no,0,resident,,no,no,no,0,0,none,2,32,no,no,no,0,T1
999,48,SK,single,83176,3,yes,sole_prop,real_estate,217730,8,no,1409,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,2452,job_change,3,31,yes,no,yes,49,T2125
1000,39,ON,single,42563,2,yes,sole_prop,retail,191955,10,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,13138,2198,married,2,27,no,no,no,39,T2125
1001,33,QC,married,12413,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,16,no,no,yes,0,T1
1002,57,MB,single,18262,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,27,no,no,no,0,T1
1003,43,QC,single,100477,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,33,no,no,no,0,T1
1004,58,,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,yes,no,no,21374,0,none,0,0,no,no,no,0,NR4
1005,71,MB,common_law,53606,2,no,none,,0,0,no,0,0,20977,2,0,no,0,no,0,resident,,no,no,no,0,5487,none,2,28,no,no,no,0,T4RIF
1006,28,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,yes,no,no,0,NR4
1007,46,SK,single,59829,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17815,5052,none,1,32,no,no,yes,0,T1
1008,64,NS,married,47351,1,no,none,,0,0,no,0,0,9362,2,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,2,30,yes,yes,no,0,T4RIF
1009,24,NS,single,74041,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,19186,0,none,1,40,no,no,no,0,T1
1010,47,BC,married,141587,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,married,1,17,no,no,no,0,RC66
1011,71,QC,common_law,66935,0,no,none,,0,0,no,0,0,32286,1,0,no,0,no,0,resident,,no,no,no,11452,0,none,2,14,yes,no,no,0,T4RIF
1012,73,BC,single,104931,3,no,none,,0,0,no,0,0,23074,2,0,no,0,no,0,resident,,no,no,no,0,0,none,2,30,yes,no,no,0,T4RIF
1013,28,QC,single,41813,2,no,none,,0,0,no,3050,2,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,married,2,27,yes,no,no,0,RC66
1014,77,NS,single,17013,0,no,none,,0,0,no,0,0,9096,1,0,no,0,no,0,resident,,no,no,no,21060,0,new_child,2,28,no,no,no,0,T4RIF
1015,60,MB,married,73606,0,no,none,,0,0,no,2021,0,20982,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,15,no,no,no,0,T4RIF
1016,72,SK,single,20163,1,no,none,,0,0,no,0,0,3475,2,0,no,0,no,0,resident,,no,yes,no,21984,0,none,2,27,no,no,no,0,T4RIF
1017,53,BC,married,67745,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,1,23,no,no,yes,0,RC66
1018,33,NS,single,1042,0,no,none,,0,0,no,1646,1,0,0,0,no,0,no,0,resident,,no,no,no,15931,0,moved_province,2,47,no,yes,no,0,T1
1019,63,SK,common_law,105716,1,no,none,,0,0,no,0,0,7913,2,0,no,0,no,0,resident,,yes,no,yes,0,0,none,2,47,yes,no,no,0,T4RIF
1020,75,MB,single,109334,0,no,none,,0,0,no,0,0,7697,0,0,no,0,yes,2,resident,,no,no,no,0,0,moved_province,2,40,no,yes,no,0,T4RIF
1021,68,SK,common_law,131557,0,no,none,,0,0,no,0,0,34771,2,0,no,0,no,0,resident,,no,no,no,9379,0,married,2,20,no,no,no,0,T4RIF
1022,40,QC,single,145205,3,yes,sole_prop,delivery,82115,14,no,6223,1,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,new_child,3,29,yes,no,no,31,T2125
1023,51,BC,married,99637,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,20,no,no,no,0,T1
1024,24,AB,married,86070,0,no,none,,0,0,no,1946,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,46,no,yes,yes,0,T1
1025,18,NS,married,761,2,yes,sole_prop,marketing,189938,8,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,32,yes,no,yes,9,T2125
1026,36,NS,single,67002,3,no,none,,0,0,no,8189,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,2,38,no,no,no,0,T1
1027,76,BC,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,newcomer,2023,no,no,no,0,0,job_change,0,0,no,no,no,0,RC151
1028,38,,married,0,0,no,none,,0,0,no,0,0,0,0,15605,no,0,no,0,non_resident,,no,no,no,0,0,none,1,0,yes,no,no,0,NR4
1029,75,NS,married,132763,2,no,none,,0,0,no,0,0,30956,0,0,no,0,no,0,resident,,no,no,no,23786,0,married,2,22,yes,no,no,0,T4RIF
1030,44,MB,single,63304,3,no,none,,0,0,no,10638,2,0,0,10482,no,0,no,0,resident,,no,no,no,0,0,none,3,56,no,no,no,0,T1
1031,45,SK,single,111477,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,1,26,yes,no,no,0,RC66
1032,81,BC,single,119178,0,no,none,,0,0,no,576,1,8963,0,0,no,0,no,0,resident,,no,no,no,16965,0,none,3,41,yes,no,no,0,T4RIF
1033,79,MB,married,126190,2,no,none,,0,0,no,0,0,8012,1,0,no,0,no,0,resident,,no,no,no,0,6181,job_change,2,39,no,no,no,0,T4RIF
1034,84,SK,married,88860,2,no,none,,0,0,no,0,0,30427,2,0,no,0,no,0,resident,,no,no,yes,18157,1164,none,2,33,no,no,no,0,T4RIF
1035,40,SK,single,127048,0,no,corporation,manufacturing,830920,1,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,19707,0,none,1,56,yes,no,no,30,T2
1036,29,NS,single,106061,3,yes,sole_prop,software,198607,1,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,4570,none,2,44,yes,no,no,36,T2125
1037,56,ON,married,60216,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,5335,none,1,27,no,no,no,0,T1
1038,23,SK,single,93059,1,yes,sole_prop,marketing,203498,10,yes,9109,2,0,0,0,no,0,no,0,resident,,no,no,no,0,3386,moved_province,3,46,yes,yes,no,9,T2125
1039,47,SK,single,29105,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,9934,0,none,1,44,no,no,no,0,T1
1040,73,ON,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,0,0,no,no,no,0,RC151
1041,72,BC,common_law,149891,0,no,none,,0,0,no,0,0,20559,1,0,no,0,no,0,resident,,no,yes,no,10642,0,married,2,39,yes,no,yes,0,T4RIF
1042,82,QC,married,54780,0,no,none,,0,0,no,1630,2,33128,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,51,no,no,no,0,T4RIF
1043,25,SK,married,140433,0,no,none,,0,0,no,12035,2,0,0,0,no,0,no,0,resident,,yes,yes,no,0,0,moved_province,2,11,no,yes,no,0,T1
1044,28,AB,single,146948,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,13865,0,married,1,42,no,no,no,0,T1
1045,19,ON,single,148427,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,18,yes,no,no,0,T1
1046,45,AB,married,27509,0,no,none,,0,0,no,13096,2,0,0,4925,no,0,no,0,resident,,no,no,no,0,6211,none,3,57,yes,no,no,0,T1
1047,49,QC,single,79369,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,married,1,25,yes,no,yes,0,T1
1048,34,QC,single,77688,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11631,0,moved_province,1,13,yes,yes,yes,0,T1
1049,32,ON,single,26965,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,36,no,no,yes,0,T1
1050,56,BC,common_law,95623,3,no,none,,0,0,no,7655,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,34,no,no,yes,0,T1
1051,73,QC,married,31092,3,yes,sole_prop,consulting,51760,13,no,0,0,9962,0,0,no,0,no,0,resident,,no,yes,no,0,2329,none,3,46,yes,no,yes,16,T2125
1052,76,QC,single,50107,1,no,none,,0,0,no,6983,1,23513,2,0,no,0,yes,1,resident,,no,no,no,0,0,none,3,35,yes,no,yes,0,T4RIF
1053,70,AB,married,7871,2,no,none,,0,0,no,0,0,19069,2,0,no,0,no,0,resident,,no,no,no,23774,5288,none,2,45,no,no,no,0,T4RIF
1054,35,AB,single,178,1,yes,sole_prop,design,8984,1,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,58,no,yes,no,33,T2125
1055,71,QC,single,29652,2,no,none,,0,0,no,227,1,18568,1,0,no,0,no,0,resident,,no,no,no,0,0,none,3,11,no,no,no,0,T4RIF
1056,69,NS,single,141944,2,no,none,,0,0,no,0,0,14859,2,0,no,0,no,0,resident,,no,no,no,0,0,new_child,2,23,no,no,no,0,T4RIF
1057,36,MB,married,47188,1,no,none,,0,0,no,3072,2,0,0,0,no,0,no,0,resident,,yes,no,no,6878,0,none,2,50,yes,no,no,0,T1
1058,40,NS,married,125513,3,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,19454,0,moved_province,1,59,no,yes,no,0,RC66
1059,19,NS,married,18541,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,49,no,no,yes,0,T1
1060,52,ON,single,94971,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,23691,0,none,1,31,yes,no,no,0,T1
1061,46,BC,single,85322,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,15888,0,none,1,22,yes,no,yes,0,T1
1062,36,AB,single,88273,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,19,no,no,no,0,T1
1063,38,SK,single,111709,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,0,0,moved_province,1,45,yes,yes,no,0,T1
1064,23,NS,married,100837,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,19,yes,no,no,0,T1
1065,50,NS,single,117295,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17669,0,none,1,51,yes,no,no,0,T1
1066,20,SK,single,76105,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,40,no,no,yes,0,T1
1067,39,MB,single,50324,0,no,none,,0,0,no,4674,1,0,0,5021,no,0,no,0,resident,,no,no,no,0,0,job_change,3,10,no,no,no,0,T1
1068,31,AB,single,37056,1,no,corporation,consulting,109084,9,yes,4860,1,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,50,yes,no,no,3,T2
1069,83,AB,common_law,16387,1,no,none,,0,0,no,10109,0,31172,1,0,no,0,no,0,resident,,no,no,no,13821,0,moved_province,3,36,yes,yes,yes,0,T4RIF
1070,37,AB,single,12236,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,yes,19947,0,none,1,37,yes,no,no,0,T1
1071,22,SK,single,106071,0,no,none,,0,0,no,10165,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,44,no,yes,no,0,T1
1072,62,AB,common_law,51556,2,no,none,,0,0,no,0,0,35536,1,0,no,0,no,0,resident,,no,no,no,6190,0,none,2,40,yes,no,no,0,T4RIF
1073,70,AB,common_law,126407,0,yes,sole_prop,consulting,27709,5,no,14517,2,24713,1,0,no,0,yes,1,resident,,no,no,no,0,0,moved_province,4,42,no,yes,yes,27,T2125
1074,32,QC,single,15003,0,yes,sole_prop,retail,84543,13,no,9703,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,46,yes,no,no,46,T2125
1075,59,ON,single,90775,2,no,none,,0,0,no,4304,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,24,yes,no,no,0,T1
1076,57,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,8210,0,none,0,0,no,no,no,0,NR4
1077,21,SK,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,0,0,none,0,0,yes,no,no,0,RC151
1078,38,BC,married,0,0,no,none,,0,0,no,14786,2,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,moved_province,1,0,yes,yes,no,0,RC151
1079,52,BC,common_law,37719,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,8121,0,none,1,46,yes,no,no,0,T1
1080,53,AB,single,64747,3,no,none,,0,0,no,1935,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,2,58,no,no,no,0,T1
1081,33,AB,married,98574,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,18,no,no,yes,0,T1
1082,78,ON,common_law,13587,3,no,none,,0,0,no,7868,2,13696,1,0,no,0,yes,1,resident,,no,no,no,0,0,none,3,37,no,no,no,0,T4RIF
1083,61,ON,married,77316,3,no,none,,0,0,no,5099,0,5416,2,0,no,0,no,0,resident,,no,no,no,14887,0,moved_province,3,31,no,yes,no,0,T4RIF
1084,50,,single,0,0,no,none,,0,0,no,1067,1,0,0,0,no,0,yes,2,non_resident,,yes,no,no,0,0,none,1,0,no,no,no,0,NR4
1085,24,ON,married,116338,0,no,none,,0,0,no,10960,1,0,0,0,yes,11710,no,0,resident,,no,no,no,0,0,none,2,10,no,no,no,0,T2202
1086,29,SK,married,76747,1,yes,sole_prop,manufacturing,247316,5,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,17568,0,new_child,2,51,yes,no,no,3,T2125
1087,36,AB,single,51412,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,5250,5073,none,1,29,yes,no,no,0,RC66
1088,54,AB,single,14735,3,yes,sole_prop,manufacturing,246627,10,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,1017,job_change,2,28,no,no,yes,49,T2125
1089,77,AB,married,80748,3,no,none,,0,0,no,0,0,15748,2,0,no,0,no,0,resident,,no,no,no,0,0,none,2,52,yes,no,no,0,T4RIF
1090,58,SK,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,9786,4683,job_change,0,0,yes,no,no,0,RC151
1091,34,QC,single,98202,3,no,corporation,delivery,971388,9,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,27,no,no,yes,28,T2
1092,58,NS,common_law,38118,2,no,none,,0,0,no,10895,2,0,0,0,no,0,no,0,resident,,no,no,no,10704,0,none,2,25,no,no,no,0,T1
1093,64,ON,married,39442,1,yes,sole_prop,landscaping,38602,7,yes,0,0,32654,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,31,no,no,no,46,T2125
1094,46,ON,common_law,125553,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,58,no,yes,no,0,T1
1095,69,NS,married,19884,2,no,none,,0,0,no,0,0,7889,0,11194,no,0,no,0,resident,,no,no,no,0,0,none,3,12,yes,no,no,0,T4RIF
1096,56,SK,married,88635,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,7669,0,moved_province,1,53,no,yes,no,0,T1
1097,48,MB,married,26004,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,yes,no,0,0,none,1,57,yes,no,no,0,T1
1098,41,NS,married,35109,2,no,none,,0,0,no,10498,1,0,0,0,no,0,yes,2,resident,,yes,no,no,0,0,moved_province,2,24,yes,yes,no,0,RC66
1099,51,AB,married,61505,0,no,none,,0,0,no,7703,2,0,0,0,no,0,yes,2,resident,,no,no,no,14773,0,none,2,29,no,no,yes,0,RC66
1100,34,QC,single,48081,2,no,none,,0,0,no,6063,1,0,0,0,no,0,no,0,resident,,no,no,no,4642,4918,married,2,50,no,no,yes,0,T1
1101,68,SK,single,92732,2,no,none,,0,0,no,6141,0,24678,2,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,3,29,yes,yes,no,0,T4RIF
1102,33,NS,single,140445,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,11,yes,no,no,0,T1
1103,66,SK,single,113792,0,yes,sole_prop,real_estate,157200,4,yes,0,0,1527,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,3,51,no,no,no,17,T2125
1104,44,AB,married,105182,0,yes,sole_prop,software,9433,4,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,9033,0,none,2,48,yes,no,yes,28,T2125
1105,27,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,newcomer,2022,no,no,no,16159,0,new_child,0,0,yes,no,no,0,RC151
1106,43,NS,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,2,newcomer,2022,no,no,no,8534,0,moved_province,0,0,yes,yes,yes,0,RC151
1107,54,SK,married,76552,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,new_child,1,50,no,no,no,0,T1
1108,43,QC,married,86492,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,7341,0,none,1,45,yes,no,no,0,T1
1109,18,BC,single,87825,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,54,yes,no,yes,0,T1
1110,51,ON,married,106154,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,job_change,1,34,yes,no,no,0,T1
1111,29,SK,married,70713,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,11961,0,none,1,12,no,no,no,0,T1
1112,22,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,married,0,0,yes,no,no,0,NR4
1113,80,MB,single,107494,2,no,none,,0,0,no,3394,1,28155,0,0,no,0,yes,1,resident,,no,yes,no,0,0,none,3,42,no,no,no,0,T4RIF
1114,37,AB,common_law,115737,3,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,6639,0,none,1,58,no,no,no,0,T1
1115,57,SK,single,121522,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,20230,0,job_change,1,51,no,no,no,0,T1
1116,80,AB,married,7103,3,no,none,,0,0,no,0,0,46,2,0,no,0,no,0,resident,,no,no,no,12987,4006,married,2,46,no,no,yes,0,T4RIF
1117,31,ON,common_law,32905,2,yes,sole_prop,real_estate,215501,3,yes,0,0,0,0,0,no,0,no,0,resident,,no,no,no,5982,0,none,2,51,no,no,no,42,T2125
1118,71,AB,married,89484,3,yes,sole_prop,construction,162979,9,no,0,0,10248,0,0,no,0,no,0,resident,,no,no,no,0,2886,none,3,49,no,no,no,49,T2125
1119,37,SK,married,1755,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,19675,0,new_child,1,55,yes,no,no,0,RC66
1120,57,NS,common_law,66512,3,no,none,,0,0,no,13479,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,2,58,no,yes,no,0,T1
1121,27,AB,married,107804,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,53,no,yes,no,0,T1
1122,22,MB,single,0,0,no,none,,0,0,no,0,0,0,0,0,yes,10149,no,0,newcomer,2022,no,no,no,5672,0,none,0,0,yes,no,no,0,RC151
1123,68,AB,common_law,2967,2,no,none,,0,0,no,0,0,4936,1,0,no,0,no,0,resident,,no,no,no,0,0,married,2,23,no,no,no,0,T4RIF
1124,43,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,married,0,0,no,no,no,0,NR4
1125,45,MB,single,67950,1,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,none,1,58,no,no,no,0,RC66
1126,77,MB,single,35927,3,no,none,,0,0,no,2108,2,36764,2,0,no,0,no,0,resident,,no,no,no,15366,0,none,3,44,yes,no,no,0,T4RIF
1127,47,QC,common_law,1676,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,4379,0,none,1,45,yes,no,no,0,T1
1128,75,QC,single,44401,1,no,none,,0,0,no,0,0,14553,2,0,no,0,no,0,resident,,no,no,no,10607,0,none,2,17,no,no,no,0,T4RIF
1129,28,ON,single,115283,3,yes,sole_prop,finance,237797,11,yes,13052,0,0,0,0,yes,2892,yes,1,resident,,no,no,no,0,0,job_change,3,10,no,no,no,7,T2125
1130,20,AB,single,58612,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,1,11,no,no,no,0,T1
1131,56,SK,married,11243,0,no,none,,0,0,no,0,0,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,married,1,59,no,no,no,0,RC66
1132,18,BC,common_law,127247,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,39,no,no,yes,0,T1
1133,74,NS,married,102330,3,yes,sole_prop,marketing,23830,1,yes,10293,0,21859,1,0,no,0,no,0,resident,,no,no,no,0,0,none,4,54,yes,no,no,42,T2125
1134,39,MB,married,65708,2,no,none,,0,0,no,9601,0,0,0,0,no,0,no,0,resident,,no,no,no,23390,0,new_child,2,14,no,no,yes,0,T1
1135,80,ON,common_law,140795,0,no,none,,0,0,no,0,0,12016,0,0,no,0,no,0,resident,,yes,yes,no,0,0,none,2,46,yes,no,no,0,T4RIF
1136,43,NS,married,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,none,0,0,no,no,no,0,RC151
1137,67,QC,common_law,107078,2,no,none,,0,0,no,4315,2,17821,2,0,no,0,no,0,resident,,no,no,no,0,0,none,3,25,no,no,no,0,T4RIF
1138,40,AB,single,31146,0,no,none,,0,0,no,3146,2,0,0,0,no,0,yes,1,resident,,no,no,no,0,0,married,2,18,no,no,no,0,RC66
1139,33,SK,single,122184,2,yes,sole_prop,software,97995,10,yes,1455,0,0,0,0,no,0,no,0,resident,,no,no,no,23560,0,none,3,29,yes,no,no,17,T2125
1140,33,AB,single,37948,0,no,none,,0,0,no,257,1,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,moved_province,2,30,yes,yes,no,0,T1
1141,61,AB,married,6844,1,yes,sole_prop,consulting,212484,4,no,0,0,7649,1,0,no,0,no,0,resident,,no,no,no,8977,5916,married,3,43,yes,no,no,12,T2125
1142,73,,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,non_resident,,no,no,no,0,0,none,0,0,no,no,no,0,NR4
1143,83,QC,married,31722,1,no,none,,0,0,no,0,0,20708,1,0,no,0,no,0,resident,,no,no,no,10382,0,none,2,35,yes,no,no,0,T4RIF
1144,39,MB,common_law,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2022,no,no,no,20367,0,none,0,0,no,no,no,0,RC151
1145,18,AB,married,22068,0,no,none,,0,0,no,12031,2,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,25,yes,no,yes,0,T1
1146,23,MB,single,44001,0,no,none,,0,0,no,2750,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,54,yes,no,yes,0,T1
1147,67,AB,single,113872,0,no,none,,0,0,no,10223,1,22943,0,0,no,0,no,0,resident,,no,no,no,0,0,none,3,44,no,no,yes,0,T4RIF
1148,30,QC,single,115532,2,no,none,,0,0,no,6494,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,46,yes,no,no,0,T1
1149,26,NS,single,132915,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,0,0,moved_province,1,34,yes,yes,yes,0,T1
1150,62,MB,common_law,23033,0,no,corporation,marketing,483735,10,no,2569,2,16798,1,0,no,0,no,0,resident,,no,no,no,10636,2503,new_child,3,36,no,no,no,5,T2
1151,41,NS,common_law,60576,0,no,none,,0,0,no,13220,0,0,0,0,no,0,no,0,resident,,no,no,no,7801,0,none,2,11,no,no,yes,0,T1
1152,74,QC,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2024,no,no,no,15101,0,married,0,0,no,no,no,0,RC151
1153,29,ON,single,114610,3,no,none,,0,0,no,4587,0,0,0,0,no,0,no,0,resident,,no,no,no,6318,0,moved_province,2,46,no,yes,no,0,T1
1154,74,MB,common_law,30518,3,no,none,,0,0,no,0,0,3750,1,0,no,0,no,0,resident,,no,no,no,9813,0,none,2,31,no,no,no,0,T4RIF
1155,59,QC,single,0,0,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,newcomer,2023,no,no,no,0,0,new_child,0,0,yes,no,no,0,RC151
1156,72,AB,single,48068,2,no,none,,0,0,no,63,1,28991,0,0,no,0,yes,2,resident,,no,no,no,0,0,none,3,50,yes,no,no,0,T4RIF
1157,54,ON,single,115864,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,14697,0,none,1,59,no,no,yes,0,T1
1158,65,SK,single,101815,0,no,none,,0,0,no,0,0,35539,1,0,no,0,yes,1,resident,,no,no,no,0,0,none,2,27,yes,no,no,0,T4RIF
1159,66,QC,single,58081,3,no,none,,0,0,no,0,0,9547,1,0,no,0,no,0,resident,,no,no,no,10327,0,none,2,27,yes,no,no,0,T4RIF
1160,40,BC,common_law,92060,1,no,none,,0,0,no,2600,1,0,0,0,no,0,no,0,resident,,no,no,no,0,0,none,2,12,no,no,yes,0,T1
1161,27,ON,single,11198,2,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,no,no,no,22605,0,moved_province,1,35,no,yes,no,0,T1
1162,36,NS,single,0,0,no,none,,0,0,no,0,0,0,0,10349,no,0,no,0,newcomer,2023,no,no,no,0,0,none,1,0,no,no,no,0,RC151
1163,82,SK,single,101016,3,no,none,,0,0,no,0,0,6343,1,0,no,0,no,0,resident,,no,no,no,0,3021,moved_province,2,37,no,yes,yes,0,T4RIF
1164,26,BC,single,87327,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,0,0,none,1,25,yes,no,yes,0,T1
1165,55,SK,married,44956,1,no,none,,0,0,no,12479,0,0,0,1093,no,0,yes,2,resident,,no,yes,no,0,0,none,3,26,yes,no,no,0,RC66
1166,51,SK,married,86214,1,no,none,,0,0,no,0,0,0,0,0,no,0,no,0,resident,,yes,no,no,19380,0,new_child,1,15,yes,no,no,0,T1
