id,age,province,marital_status,residency_status,arrival_year,employment_income,num_t4_slips,work_from_home,hours_worked_per_week,self_employed,business_structure,industry,business_revenue,years_in_business,gst_registered,num_business_employees,investment_income,num_t5_slips,has_capital_gains,foreign_assets,trust_income,rental_income,pension_income,num_t4a_slips,rrsp_withdrawal,student_status,tuition_paid,has_children,num_dependents,ei_received,social_assistance,disability_benefit,owns_home,rent_paid,property_tax,property_sold,major_life_event,moved_province_this_year,income_type_count,tfsa_excess,recommended_forms,num_forms_required
2525,30,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,932,1,no,0,0,28867,0,0,0,no,0,yes,1,no,no,no,no,20395,0,no,job_change,no,2,no,"RC66,T776,T1,T5",4
2526,18,MB,single,resident,,38354,1,no,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,6715,0,no,none,no,1,no,T1,1
2527,84,NL,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,45165,2,46237,no,0,no,0,yes,yes,yes,yes,0,9820,no,none,no,1,no,"T1032,T1,T4RIF,T4RSP",4
2528,38,PE,common_law,resident,,134080,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,19521,0,no,retired,no,1,no,"RC66,T2200,T1,RC62",4
2529,34,AB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,13263,0,no,married,no,0,no,T1,1
2530,23,BC,married,resident,,0,0,no,0,no,none,,0,0,no,0,7261,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,23847,0,no,retired,no,1,no,"T1,T5",2
2531,54,SK,single,resident,,31063,1,no,35,yes,sole_prop,healthcare,35438,12,yes,0,623,2,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,9669,0,no,none,no,3,no,"GST34,T1,T5,T2125",4
2532,36,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
2533,37,PE,married,resident,,27393,3,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,yes,no,18909,0,no,new_child,no,1,no,"RC66,T1,RC62",3
2534,54,MB,single,resident,,98287,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20350,0,no,moved_province,yes,1,no,"T2200,T1",2
2535,22,BC,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,6122,0,no,none,no,0,no,T1,1
2536,35,NS,common_law,resident,,68154,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,10975,no,moved_province,yes,1,no,"T2200,T1",2
2537,73,ON,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,20693,2,yes,453136,0,0,51398,1,0,no,0,no,0,no,yes,no,no,9752,0,no,none,no,2,no,"ON479,T1135,T5,T4RIF,T1032,T1,SCH3",7
2538,82,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,2132,no,moved_province,yes,0,no,T1,1
2539,54,SK,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,15923,0,0,0,no,0,yes,3,no,no,no,no,20291,0,no,retired,no,1,no,"RC66,T776,T1,RC62",4
2540,35,ON,married,resident,,177743,1,yes,50,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,16465,0,no,none,no,1,no,"RC66,T2200,T1,ON479",4
2541,84,NL,married,resident,,0,0,no,0,no,none,,0,0,no,0,24220,2,yes,0,0,0,0,0,39816,no,0,no,0,yes,no,no,yes,0,4898,no,moved_province,yes,1,no,"T4RSP,SCH3,T1,T5",4
2542,69,NS,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,39935,0,0,30109,no,0,no,0,no,no,no,yes,0,2465,no,none,no,1,no,"T4RSP,T776,T1",3
2543,73,NS,single,resident,,67617,1,yes,50,no,none,,0,0,no,0,15370,1,yes,424193,0,0,0,0,0,no,0,yes,1,no,no,no,no,12879,0,no,job_change,no,2,no,"RC66,T1135,T5,T2200,T1,SCH3",6
2544,54,NB,single,resident,,19485,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,2405,no,none,no,1,no,"T2200,T1",2
2545,24,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
2546,56,AB,married,resident,,77078,1,no,50,no,none,,0,0,no,0,3681,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,3331,no,none,no,2,no,"T1,T5",2
2547,57,QC,married,resident,,139430,3,no,20,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,3948,no,none,no,1,no,T1,1
2548,31,QC,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,27305,0,no,none,no,0,no,"RC66,T1,RC62",3
2549,33,NS,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,18774,0,no,new_child,no,0,no,"T1,RC151,T1135",3
2550,21,PE,single,resident,,6097,1,no,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,11020,no,0,no,no,no,no,6570,0,no,new_child,no,1,no,"SCH11,T2202,T1",3
2551,82,NS,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,63707,1,0,no,0,no,0,no,yes,no,no,25372,0,no,job_change,no,1,no,"T1032,T1,T4RIF",3
2552,18,NS,single,resident,,171437,1,no,45,yes,sole_prop,real_estate,4690,12,no,0,4719,2,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,17005,0,no,none,no,3,no,"T2200,T1,T5,T2125",4
2553,23,SK,common_law,resident,,41945,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26947,0,no,married,no,1,no,"T2200,T1",2
2554,63,NB,single,resident,,97687,1,yes,20,no,corporation,retail,108974,20,yes,10,0,0,no,0,0,0,14933,1,0,no,0,no,0,no,no,yes,yes,0,11661,no,new_child,no,3,no,"T2,GST34,T4RIF,T2200,T1",5
2555,22,ON,single,resident,,148713,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,29043,0,no,moved_province,yes,1,no,"T2200,T1,ON479",3
2556,64,NL,single,resident,,96592,1,yes,45,no,none,,0,0,no,0,0,0,no,0,0,58745,0,0,15984,no,0,yes,2,no,no,no,no,11504,0,no,none,no,2,no,"T4RSP,RC66,T776,RC62,T2200,T1",6
2557,73,ON,single,resident,,0,0,no,0,yes,corporation,retail,696303,4,yes,5,24307,1,yes,0,0,27740,0,0,31900,no,0,yes,2,no,no,yes,no,6125,0,no,moved_province,yes,3,no,"T4RSP,RC66,T776,T2,ON479,GST34,T5,T2125,RC62,T1213,T2200,T1,SCH3",13
2558,64,MB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,6191,no,none,no,0,no,T1,1
2559,52,NB,single,resident,,179293,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,28444,0,no,new_child,no,1,no,T1,1
2560,48,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,11292,1,yes,0,0,42230,0,0,0,no,0,yes,1,no,no,no,yes,0,5483,no,none,no,2,no,"RC66,T776,T5,T1,SCH3",5
2561,82,BC,married,resident,,0,0,no,0,no,none,,0,0,no,0,1944,1,no,0,0,0,0,0,0,no,0,yes,3,no,no,no,yes,0,5619,no,none,no,1,no,"RC66,T1,T5,RC62",4
2562,65,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,4736,2,no,0,0,0,33918,1,0,no,0,no,0,no,no,no,yes,0,8379,no,moved_province,yes,2,no,"T4RIF,T1,T5",3
2563,79,BC,single,resident,,8614,1,yes,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,2589,no,new_child,no,1,no,"RC66,T2200,T1,RC62",4
2564,31,SK,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,yes,0,9476,no,none,no,0,no,T1,1
2565,43,ON,married,newcomer,2022,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,12894,0,no,none,no,0,no,"RC66,T1,ON479,RC151",4
2566,23,AB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,yes,no,no,16636,0,no,none,no,0,no,T1,1
2567,19,MB,common_law,resident,,14891,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,12704,no,0,no,0,no,no,no,no,29133,0,no,none,no,1,no,"T4RSP,T1",2
2568,32,AB,single,resident,,141808,1,yes,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,yes,no,yes,0,2229,no,none,no,1,no,"T2200,T1",2
2569,44,PE,single,resident,,150818,1,no,45,no,corporation,retail,9443,8,no,10,13994,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,24330,0,no,none,no,3,no,"T5,T1,T2",3
2570,37,NB,divorced,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,19531,0,no,job_change,no,0,no,"T1,RC151,T1135",3
2571,68,AB,single,resident,,0,0,no,0,yes,partnership,landscaping,38352,4,yes,2,2528,1,no,0,0,0,39254,1,0,no,0,no,0,no,no,no,yes,0,3641,no,none,no,3,no,"T5013,GST34,T5,T2125,T4RIF,T2200,T1",7
2572,64,AB,single,resident,,109798,1,no,40,no,none,,0,0,no,0,13143,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,5801,no,married,no,2,no,"T1,T5",2
2573,43,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
2574,33,NB,single,resident,,94892,2,no,20,no,none,,0,0,no,0,7402,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,10155,no,married,no,2,no,"T1,T5",2
2575,59,QC,married,resident,,0,0,no,0,yes,sole_prop,real_estate,55103,20,yes,0,0,0,no,0,0,0,0,0,0,no,0,yes,3,no,no,no,no,18288,0,no,none,no,1,no,"RC66,GST34,T2125,RC62,T1",5
2576,61,AB,married,resident,,25350,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,35453,1,0,no,0,no,0,no,no,yes,no,23015,0,no,job_change,no,2,no,"T1,T4RIF",2
2577,59,BC,married,resident,,0,0,no,0,no,none,,0,0,no,0,7375,2,no,0,25696,0,0,0,43973,no,0,yes,2,no,no,no,no,17055,0,no,none,no,2,no,"T4RSP,RC66,T5,RC62,T3,T3-SCH9,T1",7
2578,57,BC,single,resident,,0,0,no,0,yes,sole_prop,retail,228958,8,yes,0,9452,2,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,2927,no,none,no,2,no,"GST34,T5,T2125,T1213,T1,SCH3",6
2579,74,NS,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,12359,1,no,0,0,0,17641,1,18191,no,0,yes,2,no,no,no,yes,0,4374,no,none,no,2,no,"T4RSP,RC66,T5,RC62,T4RIF,T1032,T1",7
2580,23,SK,single,resident,,35864,1,yes,60,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,no,21545,0,no,none,no,1,no,"T2200,T1",2
2581,72,NS,single,resident,,0,0,no,0,yes,sole_prop,landscaping,42921,4,yes,0,0,0,no,418978,0,0,0,0,0,no,0,no,0,no,no,no,no,20787,0,no,job_change,no,1,no,"T1135,GST34,T2125,T2200,T1",5
2582,83,NB,divorced,resident,,0,0,no,0,no,none,,0,0,no,0,2932,2,no,96385,0,0,10617,1,0,no,0,no,0,no,no,no,yes,0,5360,no,moved_province,yes,2,no,"T4RIF,T1,T5",3
2583,65,AB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,34122,1,12370,no,0,yes,1,no,no,no,yes,0,4974,no,none,no,1,no,"T4RSP,RC66,T4RIF,T1032,T1",5
2584,77,QC,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,20259,1,yes,0,0,0,39386,1,0,no,0,no,0,no,no,no,no,25495,0,no,none,no,2,no,"T5,T4RIF,T1032,T1,SCH3",5
2585,77,AB,single,resident,,5214,1,yes,50,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,10210,no,job_change,no,1,no,"T2200,T1",2
2586,66,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,48334,no,0,no,0,no,no,yes,yes,0,9194,no,retired,no,0,no,"T4RSP,T1",2
2587,31,ON,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,25364,0,no,retired,no,0,no,"T1,ON479,RC151,T1135",4
2588,50,AB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,20148,0,0,0,no,0,no,0,no,no,no,yes,0,11592,no,none,no,1,no,"T776,T1",2
2589,30,NL,married,resident,,0,0,no,0,no,none,,0,0,no,0,1118,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,7669,0,no,moved_province,yes,1,no,"T1,T5",2
2590,20,AB,common_law,resident,,99128,1,no,40,no,none,,0,0,no,0,4918,1,no,0,0,0,0,0,0,yes,6987,no,0,no,yes,no,no,7686,0,no,none,no,2,no,"SCH11,T2202,T1,T5",4
2591,34,NL,common_law,resident,,177080,2,yes,35,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,yes,0,6467,no,married,no,1,no,"T2200,T1",2
2592,41,NL,single,resident,,855,1,yes,60,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,10958,no,retired,no,1,no,"T2200,T1",2
2593,27,SK,married,resident,,109518,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,5139,no,0,no,no,no,no,12278,0,no,none,no,1,no,"SCH11,T2202,T1",3
2594,33,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,none,no,0,no,NR4,1
2595,75,NB,divorced,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,22507,1,0,no,0,no,0,no,no,no,yes,0,5093,no,none,no,1,no,"T1,T4RIF",2
2596,65,BC,common_law,resident,,42337,2,no,35,no,none,,0,0,no,0,22666,1,yes,0,0,0,48140,1,24821,no,0,yes,1,no,no,no,yes,0,10457,no,none,no,3,no,"T4RSP,RC66,T5,T4RIF,T1032,T1,SCH3",7
2597,24,AB,married,resident,,142870,1,yes,40,no,none,,0,0,no,0,1172,1,no,0,0,0,0,0,0,yes,11417,no,0,no,no,no,no,7534,0,no,married,no,2,no,"T5,SCH11,T2202,T2200,T1",5
2598,58,MB,common_law,resident,,2697,1,yes,40,no,corporation,marketing,23751,1,no,0,0,0,no,0,23178,0,0,0,0,no,0,no,0,no,no,no,yes,0,10464,no,retired,no,3,no,"T2,T3,T3-SCH9,T2200,T1",5
2599,36,NB,common_law,resident,,119731,1,yes,40,no,none,,0,0,no,0,0,0,no,0,0,10696,0,0,0,no,0,yes,3,no,no,no,yes,0,9561,no,none,no,2,no,"RC66,T776,RC62,T2200,T1",5
2600,22,,single,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,13029,no,0,no,no,no,no,0,0,no,job_change,no,0,no,NR4,1
2601,19,QC,widowed,resident,,139605,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,23050,0,no,job_change,no,1,no,T1,1
2602,72,MB,single,resident,,65267,1,no,50,no,none,,0,0,no,0,0,0,no,214854,49928,0,0,0,0,no,0,no,0,no,no,no,no,6304,0,no,none,no,2,no,"T3,T3-SCH9,T1,T1135",4
2603,80,PE,single,resident,,0,0,no,0,yes,sole_prop,software,106082,8,yes,0,6656,2,yes,0,0,0,45890,2,0,no,0,no,0,no,no,no,no,12549,0,no,none,no,3,no,"GST34,T5,T2125,T4RIF,T1213,T1,SCH3",7
2604,39,QC,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,3187,no,none,no,0,no,T1,1
2605,54,MB,single,resident,,37282,1,no,50,no,none,,0,0,no,0,0,0,no,0,0,51011,0,0,0,no,0,no,0,no,no,no,no,25191,0,no,none,no,2,no,"T776,T1",2
2606,39,MB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,4914,no,retired,no,0,no,T1,1
2607,82,MB,married,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,16400,0,no,retired,no,0,no,"T1,RC151,T1135",3
2608,40,QC,divorced,resident,,104099,1,yes,40,no,none,,0,0,no,0,8317,4,no,0,0,0,0,0,0,no,0,no,0,no,no,yes,yes,0,8841,no,moved_province,yes,2,no,"TP64.3,T2200,T1,T5",4
2609,38,PE,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,yes,0,4130,no,none,no,0,no,T1,1
2610,23,MB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,10908,0,no,none,no,0,no,T1,1
2611,71,PE,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,18973,0,no,none,no,0,no,"RC66,T1135,RC62,RC151,T1",5
2612,82,QC,common_law,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,59307,2,0,no,0,yes,2,no,no,no,yes,0,8579,no,moved_province,yes,1,no,"RC66,RC62,T4RIF,T1032,T1",5
2613,33,NS,single,resident,,38840,3,yes,45,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,yes,0,4476,yes,new_child,no,1,yes,"RC66,RC62,T2091,T2200,T1,RC383",6
2614,29,NB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,3,no,no,no,no,12773,0,no,none,no,0,no,"RC66,T1,RC62",3
2615,41,SK,divorced,resident,,16753,1,no,35,no,none,,0,0,no,0,9255,2,yes,0,0,0,0,0,19513,no,0,yes,1,no,no,no,yes,0,10171,no,none,no,2,no,"T4RSP,RC66,T5,T1,SCH3",5
2616,69,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,13112,1,yes,0,0,0,30359,1,0,no,0,no,0,no,no,no,no,27972,0,no,retired,no,2,no,"T4RIF,SCH3,T1,T5",4
2617,41,NB,divorced,resident,,20672,1,no,40,no,none,,0,0,no,0,18909,1,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,no,6666,0,no,job_change,no,2,no,"SCH3,T1,T5",3
2618,48,NL,married,resident,,162266,1,yes,40,yes,sole_prop,finance,65716,2,yes,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,3943,no,new_child,no,2,no,"GST34,T2200,T1,T2125",4
2619,33,MB,married,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,18072,no,0,no,0,no,no,no,yes,0,8026,no,none,no,0,no,"T4RSP,T1",2
2620,40,MB,single,resident,,41035,1,no,40,no,none,,0,0,no,0,21145,1,yes,0,0,0,0,0,0,no,0,no,0,no,no,no,no,19793,0,no,none,no,2,no,"SCH3,T1,T5",3
2621,77,BC,single,resident,,15325,2,no,40,no,none,,0,0,no,0,9870,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,6733,no,married,no,2,no,"T1,T5",2
2622,61,ON,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,12526,0,no,none,no,0,no,"T1,ON479",2
2623,65,NB,single,resident,,0,0,no,0,no,none,,0,0,no,0,14958,1,yes,0,0,0,39540,1,0,no,0,no,0,no,no,no,no,18349,0,no,job_change,no,2,yes,"T5,T4RIF,T1,SCH3,RC383",5
2624,24,QC,single,resident,,0,0,no,0,no,corporation,landscaping,37104,2,yes,10,0,0,no,0,0,0,0,0,0,yes,14221,no,0,no,no,no,no,18690,0,no,retired,no,1,no,"T1,T2,GST34,T2202,SCH11",5
2625,50,NL,single,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,19114,0,no,none,no,0,no,"T1,RC151,T1135",3
2626,31,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,0,0,no,none,no,0,no,NR4,1
2627,18,NB,married,resident,,24062,1,no,20,no,none,,0,0,no,0,2945,3,no,0,0,0,0,0,0,yes,9766,no,0,no,no,no,no,9708,0,no,none,no,2,no,"SCH11,T2202,T1,T5",4
2628,55,MB,married,resident,,51791,1,yes,40,no,none,,0,0,no,0,17229,1,no,0,0,0,0,0,0,no,0,no,0,no,yes,no,yes,0,5209,no,new_child,no,2,no,"T2200,T1,T5",3
2629,45,ON,single,newcomer,2023,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,28241,0,no,none,no,0,no,"RC66,ON479,T1135,RC62,RC151,T1",6
2630,52,SK,married,resident,,0,0,no,0,no,none,,0,0,no,0,2774,2,no,0,0,49928,0,0,0,no,0,yes,3,yes,no,no,yes,0,6198,no,retired,no,2,no,"RC66,T776,T5,RC62,T1",5
2631,24,NL,married,resident,,77320,2,no,50,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,yes,4927,no,0,no,no,no,no,6138,0,no,none,no,1,no,"SCH11,T2202,T1",3
2632,79,ON,common_law,resident,,56477,1,yes,40,no,corporation,software,21383,1,no,50,11189,1,no,0,0,0,40253,1,0,no,0,no,0,no,no,no,yes,0,10519,no,retired,no,4,no,"T2,ON479,T5,T4RIF,T1032,T2200,T1",7
2633,24,NS,divorced,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20032,0,no,new_child,no,0,no,T1,1
2634,50,PE,single,resident,,137021,2,no,45,yes,sole_prop,marketing,13558,4,no,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,9081,0,no,none,no,2,no,"RC66,T2200,T1,T2125",4
2635,65,NS,single,resident,,50552,2,no,45,no,none,,0,0,no,0,7580,1,no,0,0,0,0,0,0,no,0,yes,2,no,no,no,no,26571,0,no,none,no,2,no,"RC66,T1,T5,RC62",4
2636,50,AB,married,resident,,6961,2,no,20,no,none,,0,0,no,0,18409,1,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,yes,0,4543,no,job_change,no,2,no,"RC66,T1,T5",3
2637,83,AB,married,resident,,23647,1,no,40,yes,sole_prop,design,21102,1,no,0,6245,1,yes,0,0,0,13256,1,0,no,0,no,0,no,yes,no,no,27650,0,no,none,no,4,no,"T5,T2125,T4RIF,T1032,T1,SCH3",6
2638,39,NL,common_law,resident,,53918,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,20959,0,no,none,no,1,no,T1,1
2639,24,NL,single,resident,,93807,1,no,45,no,corporation,consulting,9674,12,no,10,6885,1,no,0,0,0,0,0,0,no,0,no,0,no,no,yes,no,27112,0,no,job_change,no,3,no,"T5,T1,T2",3
2640,48,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,12961,1,yes,0,0,0,0,0,0,no,0,yes,1,yes,no,no,yes,0,10361,no,retired,no,1,no,"SCH3,RC66,T1,T5",4
2641,74,BC,single,resident,,0,0,no,0,no,none,,0,0,no,0,5744,1,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,yes,0,5917,no,job_change,no,1,no,"RC66,T1,T5",3
2642,51,NB,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,16192,44735,0,0,0,no,0,no,0,no,no,no,yes,0,2316,no,job_change,no,2,no,"T3,T776,T1,T3-SCH9",4
2643,53,NL,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,239114,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,2338,no,none,no,0,no,"T1,T1135",2
2644,35,MB,divorced,resident,,72951,1,no,40,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,no,28712,0,no,none,no,1,no,T1,1
2645,32,AB,single,resident,,111362,1,no,40,no,none,,0,0,no,0,4351,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,26137,0,no,none,no,2,no,"T1,T5",2
2646,43,ON,single,resident,,68305,1,yes,35,no,none,,0,0,no,0,14857,1,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,7612,0,no,none,no,2,no,"ON479,T2200,T1,T5",4
2647,32,NS,married,resident,,52400,1,no,45,yes,sole_prop,finance,89324,1,yes,0,0,0,no,0,0,0,0,0,0,no,0,yes,1,no,no,no,no,23430,0,no,none,no,2,no,"RC66,GST34,T2125,T1213,T1",5
2648,84,NL,married,resident,,57157,1,no,40,no,none,,0,0,no,0,0,0,no,253600,0,0,49324,2,0,no,0,no,0,no,no,no,no,9100,0,no,none,no,2,no,"T1032,T1,T4RIF,T1135",4
2649,82,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,19116,1,0,no,0,no,0,yes,no,no,no,8195,0,no,none,no,1,no,"T1,T4RIF",2
2650,66,,married,non_resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,0,0,no,new_child,no,0,no,NR4,1
2651,54,AB,single,resident,,33351,1,no,50,no,none,,0,0,no,0,3705,2,no,0,0,0,0,0,0,no,0,no,0,no,no,no,yes,0,10637,no,job_change,no,2,no,"T1,T5",2
2652,70,PE,single,newcomer,2024,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,8564,0,no,none,no,0,no,"T1,RC151,T1135",3
2653,52,AB,single,resident,,72553,1,yes,45,no,none,,0,0,no,0,19657,2,no,0,0,0,0,0,0,no,0,no,0,no,no,no,no,11452,0,no,moved_province,yes,2,no,"T2200,T1,T5",3
2654,50,ON,married,resident,,26991,2,yes,50,yes,sole_prop,consulting,130748,8,yes,0,0,0,no,0,28859,0,0,0,0,no,0,no,0,no,no,no,yes,0,6723,no,married,no,3,no,"ON479,GST34,T2125,T3,T3-SCH9,T1213,T2200,T1",8
2655,55,NS,single,resident,,0,0,no,0,no,none,,0,0,no,0,0,0,no,0,0,0,0,0,0,no,0,no,0,yes,no,no,no,19607,0,no,none,no,0,no,T1,1
